class,text
neg,"@ewanish I tried 3 as well. I promise...none are worth it. I've been on Zoloft, Prozac, and Lexapro...nothing is better than anything"
neg,Finally in bed. Double dose of venlafaxine on board and definitely feeling it. Hope I sleep without being woken up in pain again...
neg,prescribed to adderall AND vyvanse now hell yeah.
neg,A piece of #Rome in #Alexandria #Sydney at #Cipro. One of the best #pizzas in town.pic.twitter.com/Tt8ePQ3FNn
neg,Putting things off until you get your Vyvanse.
neg,Seroquel +marijuana = 6hrs of sleep
neg,"Watching that Dispatches about diabetes drugs Januvia, Byetta and Victoza (tradenames) I'm thinking ""Avandia"" ""Rimonabant"" all over again."
neg,"anyone able to identify this tablet? Round, White, 2K2. Baclofen maybe? It's in my purse!"
neg,Lyrically I'm dope enough to ass fuck the dude who made nicotine
neg,"Depression hurts, cymbalta can help"
neg,@D_JWhite I'm actually on Trazodone at night too - low dose to sleep. Not sure what kind that is.
neg,"@GirouxToTango and hydrated. He has an appt next month, I'm going to see about getting him back on Baclofen."
neg,Cymbalta mulct as well demonstrated over against upspear the moves pertaining to serotonin conjunction norepinep:
neg,@StargardtEyes Not really ! I'm on zyprexa and Depakote . Last time I forgot to take Depakote in the morning .. :/ my mood was horrible !
neg,"Enbrel Monday, and Dusty is off today. He's sleeping in, so I did the shot alone. Got Oberon rumbling in my ear. Ready to start his book!"
neg,Paroxetine is the SSRI of choice in breast feeding mothers. Sertraline if you need an SSRI post MI #revisiontweets
neg,"Sulfasalazine+hydroxychloroquine+methotrexate, noninferior to etanercept+MTX in patients with RA with active diseasehttp://www.nejm.org/doi/full/10.1056/NEJMoa1303006 …"
neg,@_NMay Thanks for posting this! Have often wondered about new OACs like dabigatran and bleeding crises.
neg,@wooper Adderall and Trazodone
neg,@TheVyvanseMind Finally a girl that understands me and my need for large quantities of Vyvanse and a wide assortment of expensive pens.
neg,"Whenever you see Phil Mickelsen, take a shot of Enbrel"
neg,@ybnormal622 I am on only 25mg lamictal but it makes me anxious and insomniac so I skip sometimes and get depressed.
neg,"Does anyone know much regarding pentuple drug therapy for BPAD? Meds: Respiradone, Quetiapine, Lamotragine, Lithium and Sodium Valproate?"
neg,"2 seroquel & 2 trileptal, no reason I should be awake! Lets try this again!"
neg,@GardenVibe also the #antibiotic Levaquin will create a situation for tendons to rupture more easily.
neg,If you bake the Effexor into almond-blackberry granola it gets exactly 0 times more potent.
neg,RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,@fredrikschoug vet Liam ? RT @UberFacts Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,"Sleep timer set. 1 trazodone, this shouldn't take long"
neg,@hookbill They both caused me troublesome side effect. I preferred Cymbalta
neg,@chelseyJayne_ I think mine is nicotine. OMG the sun is out as well that helps. #hottie day
neg,@knowerofnada this is a beautiful video. My son just started Enbrel so it gave me some hope! Thank you!
neg,Purata and seroquel yet im not asleep!!!!! Please dont take over my life again! #cry Work damnit!!!
neg,"@DulcisRed Venlafaxine, so glad to be off it."
neg,Rivaroxaban and atrial fibrillation: a patient case approach #surgeryblue
neg,@1D_Amore @miafierro stfu!! Lol whatever cymbalta.
neg,@brain_opera spoke to a nurse yday who worked on ED wards. Said ppl get prescribed Olanzapine for their obsessional thoughts about food.
neg,"Ok, I'm gonna try this thing called Fluoxetine. It's for sadness and shit. It's gonna thake a couple of weeks for it to work, so yaeh... :D"
neg,“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” !! BANANAS
neg,"I see why she is happy""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."""
neg,"@cafeatmidnight A beta-blocker can help (that's why I take metoprolol), as it essentially nullifies adrenaline and helps with self-control."
neg,Irritation hurts...cymbalta can help #Problems @_De_VoN_
neg,@sunflowerskins Does the Trazodone you take have any side effects? I write a #webcomic that is partly about a family with #sleepdisorders
neg,Nicotine ovvvva niggas
neg,RT @WvSchaik: Antibiotic levels in nature: ciprofloxacin concentration in hospital sewage (2 - 14 ng/ml); municipal sewage (0.1 - 0.3 ng/ml)
neg,FDA Investigates Deaths of Two People Taking Zyprexa 0
neg,Waiting on the Trazodone to kick in. Going shopping with Amanda Kaye & the fam tomorrow! xD
neg,@nancyholtzman A gentle reminder that all SSRIs aren't created equal. Paroxetine associated w/ fetal heart defects while others appear safer
neg,This morning drive is being brought to you by Vyvanse.
neg,Trazodone really knocks you the fuck out.
neg,@More11life It appears that this is a side effect of the levaquin I started on :( NOT COOL!!! Hopeful it goes away soon.
neg,"14.11 day 17 Rivaroxaban diary. Still waiting for doctor to phone me ""around lunchtime"". Taken more paracetamol to dull the aches."
neg,What's the Paxil for schools? -Underwood #Festschrift
neg,"wow I took 3 melatonin pills, 2 fluoxetine pills, and 2 citalopram pills :o I'm gonna be out all day I think"
neg,I have 4 vyvanse left. Wow.
neg,I usually hate texting with a passion but when I'm on that good vyvanse and Special K it ain't no stopin me #Ayoungniggakeepinthestreesclean
neg,@jscottamy I think #Dexter needs a couple of those Paxil tonight!
neg,"Just got a spam tweet saying they wanted to hire me. Their bio: ""A liberal is nothing but a communist on Prozac!"" Yeahno."
neg,"@thatonekiddd_ don't confuse your ""allergy pills"" for cymbalta lol"
neg,Sleep and nicotine deprived. Kill me?
neg,@NBCLA it's interesting since nicotine and caffeine are both addictive substances
neg,@SenSanders @deniseromano @BarackObama calm down Burnie time to take Prozac
neg,"@MeganLCowan Venlafaxine, generic for Effexor. It's been the only med that REALLY helped in the 20 years I've had FM but..."
neg,@BbgRomanelli weird considered to the factive the one who tweeted it. If anyone knew I would. Grow up
neg,"I hadn't felt legit depressed in a couple months, so just for fun I thought I'd run out of my Paxil."
neg,My mom has had me on trazodone for 3 nights now and the side effects are fucking weird...
neg,All I want in life is to be skinny. Without drugs or vyvanse I want to achieve that. But. I. Love. Brownies.
neg,Geodon can be used when other treatment options have shown to be ineffective. @BenBHVoices
neg,"@LauraG145 Been on Avonex (YUCK), Tysabri, & previous Copax. Had exacerbations while on all! Hmmm. I'll keep ya posted."
neg,@LesterHoltNBC that menopause drug is similar to Paxil that has been linked to disc degeneration. Bone issues are an effect of menopause.
neg,"Taking 4 times the amount of seroquel than I'm prescribed, smoking a big fat J, and sleeping for 15 hours... Happy fucking Friday!! :) :/ :("
neg,ventral Tegmental area... fluoxetine:...hmmm
neg,"@MrsArcticride I take Keppra and Zonisamide, ive taken Lamotrigine, but it never stopped any seizures for me."
neg,"RT for Geodon, fav for lithium"
neg,Taking vyvanse for the first time in over a month and I feel like the Incredible Hulk. #butseriouslydoe #spazzing
neg,"@Irish_Quack What about a combo pill. Statin, diazepam, fluoxetine and Imodium - sorts just about everything out ))"
neg,mom can go back on her Prozac any day now...  #cantdeal #hypercritical
neg,Levaquin will destroy your life It did mine
neg,@wilde >worst and Fluoxetine to be the best.
neg,Pop a #vyvanse I'm focused *whoop*
neg,that hesitation had me worried. where's the paxil? #skywire
neg,"Jessica Lange, Kathy Bates, Frances Conroy, Angela Bassett, Patti LuPone...the Boniva budget is going to be through the roof! #AHS"
neg,@rcowsert This one takes Seroquel.
neg,Poor thing was in a bad way when I got home. Diazepam has helped. Put him back on olanzapine so hopefully he'll be better tomorrow.
neg,@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.
neg,"Wow ""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."""
neg,"@sibbywibbs Yeah, my wife found the same problem with them. Fluoxetine, so far, seems to be side-effect free. Now 5 months in."
neg,"@Kisaprincess I think the Enbrel side effects are terrible too, but at least I am down to one nasty drug instead of two! #smallvictories"
neg,I need a throat lozenge -- throat feels swolen
neg,"Please, Seroquel, just knock me out already!"
neg,even seroquel really can't keep the flood back
neg,@Teri423 @BisonMom61 I won't take it. I'm an RN. I take Trazodone.
neg,I wish I could take more than 1 Prozac. I'm depressed.
neg,"Me: ""Effexor XR TID?"" Med Rec Tech: ""That's what pt says"" Me: ""Did you check w/their pharmacy?"" Tech: ""No"" I check: it's iii QD -__-"
neg,@thebeecharmer97 girl. U kill me. Y u just have cipro lying around? Lol it's ok definitely not first line. And most bronchitis is viral.
neg,"CHMP recommends #Lemtrada for MS. High potency but risk of autoimmune reaction, so will be used after Tysabri. Forecast $700m in 7MM by 2021"
neg,"CHMP recommends #Lemtrada for MS. High potency but risk of autoimmune reaction, so will be used after Tysabri. Forecast $700m in 7MM by 2021"
neg,"@Milynda lamictal makes you sleepy at night, but I take it around 10 or so. Once you get in the system, you start falling asleep normally."
neg,@CNN Mother Nature needs a Prozac. Those poor people need a break.
neg,In 6th grade Shelby and I would make cymbalta jokes lawl.
neg,"Other news items: i need a throat lozenge, and im going for a run before i grill some chicken for my pops"
neg,"@anothermum Fortunately I had no other ill effects, but I wouldn't risk it again. Think Venlafaxine and Sertraline have the same issue too."
neg,"@LeslieRott @dsymons @aclundberg I know! I was on Humira for a while. Out of all the biologics (H/E/R/C/A) I've taken, Orencia = easiest!"
neg,Going to see my #psychiatrist for the first time in a month this afternoon to get my #Seroquel refilled and things. Hopeful.:) #menalhealth
neg,Anyone have a vyvanse or adderal I can buy? Need one! Or a few
neg,Remember people those on cipro keep in the shade or apply your high sun screen #cfpositivity
neg,"@eborgman @marwilliamson YOU CAN DO IT! Just got off of Seroquel and Lamictal recently. Nutrition, exercise, laughter...try green juice!!!"
neg,Psychiatrist said I was doing better. The downside is that she wants me to stay on olanzapine till December. #appointment
neg,"“@UberFacts: Bananas contain a natural chemical that can make a person happy, The same chemical found in Prozac.” NOW ILL EAT BANANA ERRDAY"
neg,RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.//Sin albur.
neg,@dianthusmed AbbVie suing EMA to stop them releasing Humira data
neg,Smokin' loud sippin' lean..thee nigs square nicotine ..irene n a zip o lean. Loud made me cough I need medaScene @KingL
neg,Archie is freaking out from thunder. Thunder shirt ain't working. Any ideas to calm doggie? Shaking like a leaf- do I give him my seroquel?
neg,Prozac dosis needed
neg,"(cont'd) Surprisingly, despite taken #Mirtazapine (30mg) this morning, I didn't KO. I've also took @Fluoxetine (30mg) & #Tianeptine (12.5mg)"
neg,@WeAreBullied Prozac. For a FUCKING THREE YEAR OLD.
neg,Nothing tastes worse than lamictal absolutely nothing
neg,@will7201 snap!! Night xx #quetiapine
neg,"Xgeva (Denosumab) Approved For Giant Cell Tumor Of The Bone Treatment, FDA: Xgeva (denosumab) has been approved by…"
neg,"@cintain I can't drink with my Lamictal for my seizures. One drink and vertigo sets in. :( Without epilepsy medication, yes, I do."
neg,"@mamasnark I'm on Cymbalta, have been for 4 years. Was on Zoloft & Wellbutrin together before that."
neg,PharmaGossip: For AZ's Onglyza SAVOUR is not a saviour: AstraZeneca has suffered another drug trial setback.... http://bit.ly/16LOOJY 
neg,@BaezaRush @Bugs818 @ImDiamonds_ @iBe_Laced is that a seroquel I see?
neg,I need a lozenge
neg,I get happy when i get a new bottle of zyprexa.
neg,the Dot com/Prozac crash
neg,"Internet usage, particularly Insta, Tweer and Facecrack are all very similar to Nicotine. You crave and get addicted, quickfix, repeat..."
neg,@TheKatieduke b safe ..... U can eat almost anything with a chaser of cipro ... If that fails hit the doxy straight up ... God bless girl!!!
